QuestionID	QuestionNumber	QuestionText	Answer	Topic	Source	Author Full Name	TourName	TourLink
18918	3	Герой Евгения Миронова охотится на персонажа Владимира Машкова не на Амазонке, а именно в этом российском боевике.	"""Охота на пиранью"""	-ИР-	None	Михаил Рогачев	"Турнир по ""своей игре"" ""Мартовские коты - 2007"" (Харьков)"	https://db.chgk.info/tour/martko07
18919	4	Требуется максимально точный ответ! Именно ЕГО дед, царь Мидии Астиаг, получил во сне предсказание, что внук лишит его власти. Так и случилось в 553 г. до н.э.	Кир II Великий	-ИР-	None	Михаил Рогачев	"Турнир по ""своей игре"" ""Мартовские коты - 2007"" (Харьков)"	https://db.chgk.info/tour/martko07
18920	5	Это и фонтан в несколько струй, и подсвечник для нескольких свечей.	Жирандоль	-ИР-	None	Михаил Рогачев	"Турнир по ""своей игре"" ""Мартовские коты - 2007"" (Харьков)"	https://db.chgk.info/tour/martko07
18921	1	Именно этот стоик, бывший воспитателем Нерона, позднее был обвинен в попытке заговора и вынужден окончить жизнь самоубийством.	Сенека	Античная философия	None	Алексей Новаков	"Турнир по ""своей игре"" ""Мартовские коты - 2007"" (Харьков)"	https://db.chgk.info/tour/martko07
18922	2	"Именно этот наделенный властью философ является одним из персонажей к/ф ""Гладиатор""."	Марк Аврелий (по совместительству римский император)	Античная философия	None	Алексей Новаков	"Турнир по ""своей игре"" ""Мартовские коты - 2007"" (Харьков)"	https://db.chgk.info/tour/martko07
18923	3	Именно этот философ утверждал, что первоначалом и основой сущего является беспредельное — так называемый апейрон.	Анаксимандр	Античная философия	None	Алексей Новаков	"Турнир по ""своей игре"" ""Мартовские коты - 2007"" (Харьков)"	https://db.chgk.info/tour/martko07
18924	4	Согласно одной из версий, именно этот древнегреческий философ бросился в кратер Этны, чтобы укрепить молву, будто он сделался богом.	Эмпедокл	Античная философия	None	Алексей Новаков	"Турнир по ""своей игре"" ""Мартовские коты - 2007"" (Харьков)"	https://db.chgk.info/tour/martko07
18925	5	Согласно сообщению Диогена Лаэртского, некий Архелай был именно ЕГО учителем.	Сократа	Античная философия	None	Алексей Новаков	"Турнир по ""своей игре"" ""Мартовские коты - 2007"" (Харьков)"	https://db.chgk.info/tour/martko07
18926	1	Лидер именно этой группы очень нефартово выступил в роли комментатора футбольного матча Испания — Украина на ЧМ-2006.	"""Океан Эльзы"""	Океаны	None	Алексей Новаков	"Турнир по ""своей игре"" ""Мартовские коты - 2007"" (Харьков)"	https://db.chgk.info/tour/martko07
18927	2	Именно такое условное название носят прилегающие к Антарктиде южные части Атлантического, Индийского и Тихого океанов.	Южный океан. Зачет: Южный Ледовитый океан	Океаны	None	Алексей Новаков	"Турнир по ""своей игре"" ""Мартовские коты - 2007"" (Харьков)"	https://db.chgk.info/tour/martko07
18928	3	"Именно этот режиссер снял в 2001 г. фильм ""11 друзей Оушена""."	Стивен Содерберг	Океаны	None	Алексей Новаков	"Турнир по ""своей игре"" ""Мартовские коты - 2007"" (Харьков)"	https://db.chgk.info/tour/martko07
18929	4	Именно она была первой летчицей, в одиночку совершившей перелет через Атлантический океан.	Амелия Эрхарт	Океаны	None	Алексей Новаков	"Турнир по ""своей игре"" ""Мартовские коты - 2007"" (Харьков)"	https://db.chgk.info/tour/martko07
18930	5	Именно так в шумеро-аккадской мифологии назывался мировой океан пресных вод, окружающий землю.	Абзу. Зачет: Апсу	Океаны	None	Алексей Новаков	"Турнир по ""своей игре"" ""Мартовские коты - 2007"" (Харьков)"	https://db.chgk.info/tour/martko07
18931	1	Именно с этой частью тела часто сравнивают голову одного известного итальянского рефери.	Коленка (Пьерлуиджи Коллина)	-ЛЕН-	None	Михаил Рогачев	"Турнир по ""своей игре"" ""Мартовские коты - 2007"" (Харьков)"	https://db.chgk.info/tour/martko07
18932	2	Дж.К. Джером писал, что насладиться именно ею по-настоящему может лишь тот, у кого есть куча совершенно неотложных дел.	Лень	-ЛЕН-	None	Михаил Рогачев	"Турнир по ""своей игре"" ""Мартовские коты - 2007"" (Харьков)"	https://db.chgk.info/tour/martko07
18933	3	Именно по этой системе осуществлялись американские поставки в СССР в 1940-х годах.	Ленд-лиз	-ЛЕН-	None	Михаил Рогачев	"Турнир по ""своей игре"" ""Мартовские коты - 2007"" (Харьков)"	https://db.chgk.info/tour/martko07
18934	4	Именно его правило определяет направление индукционного тока.	Ленц	-ЛЕН-	None	Михаил Рогачев	"Турнир по ""своей игре"" ""Мартовские коты - 2007"" (Харьков)"	https://db.chgk.info/tour/martko07
18935	5	Таковым было одно из прозвищ франкских королей династии Меровингов, правивших в 640-751 гг.	Ленивые короли	-ЛЕН-	None	Михаил Рогачев	"Турнир по ""своей игре"" ""Мартовские коты - 2007"" (Харьков)"	https://db.chgk.info/tour/martko07
18936	1	Именно так назывался сериал 1985 года, где главную женскую роль исполнила Елена Сафонова.	"""Зимняя вишня"""	Елены в кино	None	Михаил Рогачев	"Турнир по ""своей игре"" ""Мартовские коты - 2007"" (Харьков)"	https://db.chgk.info/tour/martko07
18937	2	"""Господа, вы звери"", — произносит персонаж именно этой актрисы в концовке фильма ""Раба любви""."	Соловей	Елены в кино	None	Михаил Рогачев	"Турнир по ""своей игре"" ""Мартовские коты - 2007"" (Харьков)"	https://db.chgk.info/tour/martko07
18938	3	"Популярной именно она проснулась после роли ""Интердевочки""."	Яковлева	Елены в кино	None	Михаил Рогачев	"Турнир по ""своей игре"" ""Мартовские коты - 2007"" (Харьков)"	https://db.chgk.info/tour/martko07
18939	4	Марина Неёлова сыграла педагога именно в этом, подходящем к теме, фильме.	"""Дорогая Елена Сергеевна"""	Елены в кино	None	Михаил Рогачев	"Турнир по ""своей игре"" ""Мартовские коты - 2007"" (Харьков)"	https://db.chgk.info/tour/martko07
18940	5	"Именно эта заслуженная артистка России, снимавшаяся в фильмах ""Парад планет"", ""Зина-Зинуля"", ""Возвращение Броненосца"", трагически погибла в 1997 году."	Е.В. Майорова	Елены в кино	None	Михаил Рогачев	"Турнир по ""своей игре"" ""Мартовские коты - 2007"" (Харьков)"	https://db.chgk.info/tour/martko07
18941	1	Навстречу именно этому римскому предрассветному ветерку призывал явиться свою героиню русский классик.	Аврора	И божество	None	Александр Голиков	"Турнир по ""своей игре"" ""Мартовские коты - 2007"" (Харьков)"	https://db.chgk.info/tour/martko07
18942	2	"Именно она пела: ""Я за тебя молюсь, я за тебя боюсь, и слышу я, мой бог, твой каждый вздох""."	Лайма Вайкуле	И божество	None	Александр Голиков	"Турнир по ""своей игре"" ""Мартовские коты - 2007"" (Харьков)"	https://db.chgk.info/tour/martko07
18943	3	Именно это всевидящее доолимпийское божество чаще всего призывали в свидетели и мстители древние греки, чтобы оно покарало слепотой преступников.	Гелиос	И божество	None	Александр Голиков	"Турнир по ""своей игре"" ""Мартовские коты - 2007"" (Харьков)"	https://db.chgk.info/tour/martko07
18944	4	Именно так звали в римской мифологии богиню-персонификацию города Рима, а сейчас это — божество доброй половины мужской половины Рима.	"Рома (сейчас — клуб ""Рома""; второй клуб — ""Лацио"")"	И божество	None	Александр Голиков	"Турнир по ""своей игре"" ""Мартовские коты - 2007"" (Харьков)"	https://db.chgk.info/tour/martko07
18945	5	Во время спора Брахмы и Вишну, кого из них почитать творцом, перед ними вдруг возникло именно это необозримой величины. После неудачной попытки это измерить оба бога признали главенство Шивы.	Лингам, он же фаллос (главный созидающий символ Шивы)	И божество	None	Александр Голиков	"Турнир по ""своей игре"" ""Мартовские коты - 2007"" (Харьков)"	https://db.chgk.info/tour/martko07
18946	1	"Именно ее ранний уход лирический герой барда оправдывал тем, что ей быть ""ночью у мужчины — бог весть, что люди скажут про нее""."	Муза	И вдохновенье	None	Александр Голиков	"Турнир по ""своей игре"" ""Мартовские коты - 2007"" (Харьков)"	https://db.chgk.info/tour/martko07
18947	2	"Именно он в ""Единственной"" писал: ""Вокруг вас всегда витает много идей, но очень часто вы просто не хотите их видеть! Когда вы ждете вдохновения — вам нужны новые идеи... И только вы сами можете заставить идею воплотиться!"", оправдывая, таким образом, написание ""Джонатана""."	Ричард Бах	И вдохновенье	None	Александр Голиков	"Турнир по ""своей игре"" ""Мартовские коты - 2007"" (Харьков)"	https://db.chgk.info/tour/martko07
18948	3	"Именно он утверждал: ""Кишит певцов столпотворение, / цедя из кассы благодать; / когда продажно вдохновение, / то сложно рукопись продать""."	Игорь Губерман	И вдохновенье	None	Александр Голиков	"Турнир по ""своей игре"" ""Мартовские коты - 2007"" (Харьков)"	https://db.chgk.info/tour/martko07
18949	4	"Именно этому русскому поэту XIX века принадлежат стихотворения ""Вдохновение"", ""Разочарование"", ""Переменчивость"", ""Тленность"", ""Утешение"", ""Жалоба"" и ""Смерть""."	Антон Дельвиг	И вдохновенье	None	Александр Голиков	"Турнир по ""своей игре"" ""Мартовские коты - 2007"" (Харьков)"	https://db.chgk.info/tour/martko07
18950	5	"Именно этому американскому фантасту принадлежит книга ""На землю за вдохновением""."	Клиффорд Саймак	И вдохновенье	None	Александр Голиков	"Турнир по ""своей игре"" ""Мартовские коты - 2007"" (Харьков)"	https://db.chgk.info/tour/martko07
18951	1	Срок именно такой длительности отсидел лирический герой Высоцкого прежде, чем начать жизнь.	Девять месяцев	И жизнь	None	Александр Голиков	"Турнир по ""своей игре"" ""Мартовские коты - 2007"" (Харьков)"	https://db.chgk.info/tour/martko07
18952	2	Именно этот объект, судя по известной справке бортового компьютера, лишенный какого-либо промышленного, сельскохозяйственного или коммерческого интереса, был обжит исключительно андроидной формой жизни.	Планета Шелезяка	И жизнь	None	Александр Голиков	"Турнир по ""своей игре"" ""Мартовские коты - 2007"" (Харьков)"	https://db.chgk.info/tour/martko07
18953	3	Именно это событие граф Монте-Кристо называл самым интересным в жизни.	Смерть	И жизнь	None	Александр Голиков	"Турнир по ""своей игре"" ""Мартовские коты - 2007"" (Харьков)"	https://db.chgk.info/tour/martko07
18954	4	В произведении, в котором прозвучал знаменитый призыв связаться с нею, героиня в исполнении именно ЭТОЙ актрисы также благодарила жизнь.	"Ирина Муравьева (фильм ""Карнавал"", песни ""Позвони мне"" и ""Спасибо, жизнь"")"	И жизнь	None	Александр Голиков	"Турнир по ""своей игре"" ""Мартовские коты - 2007"" (Харьков)"	https://db.chgk.info/tour/martko07
18955	5	Именно так называлась серия книг, выходившая в издательстве Ф. Павленкова в 1890-1907 гг., так и не дотянувшая до исчисления сотнями.	"""Жизнь замечательных людей"" (а серия тоже биографическая)"	И жизнь	None	Александр Голиков	"Турнир по ""своей игре"" ""Мартовские коты - 2007"" (Харьков)"	https://db.chgk.info/tour/martko07
18956	1	Именно эта поп-певица призывала не плакать уже названием своей песни.	Татьяна Буланова	И слезы	None	Александр Голиков	"Турнир по ""своей игре"" ""Мартовские коты - 2007"" (Харьков)"	https://db.chgk.info/tour/martko07
18957	2	"Именно его сонет содержит слова ""Меня не радует твоя печаль, / Раскаянье твое не веселит. / Сочувствие обидчика едва ль / Залечит язвы жгучие обид. / Но слез твоих, жемчужных слез ручьи, / Как ливень, смыли все грехи твои!""."	У. Шекспир	И слезы	None	Александр Голиков	"Турнир по ""своей игре"" ""Мартовские коты - 2007"" (Харьков)"	https://db.chgk.info/tour/martko07
18958	3	Кадры с изображением этих двух братьев со слезами на глазах после победы старшего из них обошли весь мир как пример любви к матери.	Шумахеры	И слезы	None	Александр Голиков	"Турнир по ""своей игре"" ""Мартовские коты - 2007"" (Харьков)"	https://db.chgk.info/tour/martko07
18959	4	Именно так называется одна из крупнейших битв в толкиеновском Сильмариллионе, бывшая пятой в своем ряду.	Битва Бессчетных Слез, или Нирнаэт Арноэдиад	И слезы	None	Александр Голиков	"Турнир по ""своей игре"" ""Мартовские коты - 2007"" (Харьков)"	https://db.chgk.info/tour/martko07
18960	5	Именно так — вполне логично — называлось древнеславянское племя, подходящее нашей теме.	Слезяне	И слезы	None	Александр Голиков	"Турнир по ""своей игре"" ""Мартовские коты - 2007"" (Харьков)"	https://db.chgk.info/tour/martko07
18961	1	Именно это объединяет Анну Ахматову, Владимира Маяковского, Василия Жуковского, Валерия Брюсова.	"У них у всех есть стихотворения — именно стихотворения! — под названием ""Любовь"""	И любовь	None	Александр Голиков	"Турнир по ""своей игре"" ""Мартовские коты - 2007"" (Харьков)"	https://db.chgk.info/tour/martko07
18962	2	Именно эти святые пострадали в правление императора Адриана в 130-140-х годах нашей эры.	Вера Римская, Надежда Римская и Любовь Римская, дочери Софии Римской	И любовь	None	Александр Голиков	"Турнир по ""своей игре"" ""Мартовские коты - 2007"" (Харьков)"	https://db.chgk.info/tour/martko07
18963	3	"Одна из самых известных баллад этой группы рассказывает о закате, где ""все живы, кто любил меня""."	"""Ария"""	И любовь	None	Александр Голиков	"Турнир по ""своей игре"" ""Мартовские коты - 2007"" (Харьков)"	https://db.chgk.info/tour/martko07
18964	4	Герои именно этого произведения неоднократно спрашивали у любви, чего она хочет от них.	"""Собака на сене"" (знаменитые арии ""Любовь, чего ты хочешь от меня?"")"	И любовь	None	Александр Голиков	"Турнир по ""своей игре"" ""Мартовские коты - 2007"" (Харьков)"	https://db.chgk.info/tour/martko07
18965	5	"Именно ему в руку подозрительной темноволосой девушкой была вложена записка ""Я люблю Вас"", которая была им безжалостно сожжена в огне на его же рабочем месте."	Уинстон Смит	И любовь	None	Александр Голиков	"Турнир по ""своей игре"" ""Мартовские коты - 2007"" (Харьков)"	https://db.chgk.info/tour/martko07
18966	1	Именно это животное является самым крупным современным хищником.	Белый медведь	Превед, медвед!	None	Алексей Новаков	"Турнир по ""своей игре"" ""Мартовские коты - 2007"" (Харьков)"	https://db.chgk.info/tour/martko07
18967	2	Героями именно этой англосаксонской эпической поэмы являются король Хродгар и мрачный великан Грендель.	"""Беовульф"" (название поэмы буквально переводится как ""пчелиный волк"" — это кеннинг, обозначающий ""медведь"")"	Превед, медвед!	None	Алексей Новаков	"Турнир по ""своей игре"" ""Мартовские коты - 2007"" (Харьков)"	https://db.chgk.info/tour/martko07
18968	3	"Песня ""Медведь"" вошла именно в этот альбом группы ""Король и шут""."	"""Жаль, нет ружья"""	Превед, медвед!	None	Алексей Новаков	"Турнир по ""своей игре"" ""Мартовские коты - 2007"" (Харьков)"	https://db.chgk.info/tour/martko07
18969	4	Знаменитый советский борец Александр Медведь становился олимпийским чемпионом именно в этих трех городах.	Токио, Мехико, Мюнхен	Превед, медвед!	None	Алексей Новаков	"Турнир по ""своей игре"" ""Мартовские коты - 2007"" (Харьков)"	https://db.chgk.info/tour/martko07
18970	5	"Именно этот американский художник является автором всемирно известного рисунка с героем темы, приветственно воздымающим передние лапы при виде пары, занимающейся любовью. В русскоязычном варианте картинки изо рта зверя вырывается сакраментальное ""Превед!""."	Джон Лурье. Зачет: Джон Лури	Превед, медвед!	None	Алексей Новаков	"Турнир по ""своей игре"" ""Мартовские коты - 2007"" (Харьков)"	https://db.chgk.info/tour/martko07
18971	1	Именно эта большая любовь известного персонажа принесла сына, ставшего предметом юридически-экономического спора о принадлежности и названного именем Гавриил.	Корова кота Матроскина по имени Мурка	Мурки	None	Александр Голиков	"Турнир по ""своей игре"" ""Мартовские коты - 2007"" (Харьков)"	https://db.chgk.info/tour/martko07
18972	2	"Именно этот политический лидер в пародии на песню ""Мурка"" в ответ на строку ""Много стало наших пропадать"" заявляет: ""Никто никуда не пропадал, все работают на благо общества на лесозаготовках""."	И.В. Сталин	Мурки	None	Александр Голиков	"Турнир по ""своей игре"" ""Мартовские коты - 2007"" (Харьков)"	https://db.chgk.info/tour/martko07
18973	3	"Именно эти слова с последующим заказом ""Мурки"" были предварены классическим произведением в виртуозном исполнении."	"""Это и я так могу!"" — ""А чё ж сыграть-то?"" — ""Мурку!"""	Мурки	None	Александр Голиков	"Турнир по ""своей игре"" ""Мартовские коты - 2007"" (Харьков)"	https://db.chgk.info/tour/martko07
18974	4	Именно он вопрошал в песенной форме у тезки Мурки о том, где она находится и с кем прогуливается.	Попандопуло	Мурки	None	Александр Голиков	"Турнир по ""своей игре"" ""Мартовские коты - 2007"" (Харьков)"	https://db.chgk.info/tour/martko07
18975	5	"Именно так звали урку в кожаной тужурке в песне Высоцкого, которому сказали: ""Мурку надо бить!""."	Юрка	Мурки	None	Александр Голиков	"Турнир по ""своей игре"" ""Мартовские коты - 2007"" (Харьков)"	https://db.chgk.info/tour/martko07
18976	1	Как следует из текста песни, когда бьют волны, Насте не больно, а именно так.	Прикольно	-КОЛЬ-	None	Михаил Рогачев	"Турнир по ""своей игре"" ""Мартовские коты - 2007"" (Харьков)"	https://db.chgk.info/tour/martko07
18977	2	В пищу потребляют утолщенный стебель именно этого овоща.	Кольраби	-КОЛЬ-	None	Михаил Рогачев	"Турнир по ""своей игре"" ""Мартовские коты - 2007"" (Харьков)"	https://db.chgk.info/tour/martko07
18978	3	Именно этот придворный чин на Руси в XIV-XVII веках заведовал княжеской охотой.	Сокольничий	-КОЛЬ-	None	Михаил Рогачев	"Турнир по ""своей игре"" ""Мартовские коты - 2007"" (Харьков)"	https://db.chgk.info/tour/martko07
18979	4	Именно под такой фамилией стал известен дипломат Федор Ильин, в 1939 г. выступивший с обвинением Сталина в массовых репрессиях.	Раскольников	-КОЛЬ-	None	Михаил Рогачев	"Турнир по ""своей игре"" ""Мартовские коты - 2007"" (Харьков)"	https://db.chgk.info/tour/martko07
18980	5	"Именно в этом советском детективе ""Мухомор"" сыграл опасного рецидивиста."	"""Колье Шарлотты"""	-КОЛЬ-	None	Михаил Рогачев	"Турнир по ""своей игре"" ""Мартовские коты - 2007"" (Харьков)"	https://db.chgk.info/tour/martko07
18981	1	Среди достижений именно этого Николая БЭКМ указывает участие в мастер-классе Хосе Каррераса.	Басков	Николаи	None	Михаил Рогачев	"Турнир по ""своей игре"" ""Мартовские коты - 2007"" (Харьков)"	https://db.chgk.info/tour/martko07
18982	2	"Книга ""Мысли и сердце"" принадлежит перу именно этого украинского хирурга."	Амосов	Николаи	None	Михаил Рогачев	"Турнир по ""своей игре"" ""Мартовские коты - 2007"" (Харьков)"	https://db.chgk.info/tour/martko07
18983	3	В конце именно этого советского фильма Коля доставил к директору Гошу, хотя это спорный вопрос.	"""Москва слезам не верит"""	Николаи	None	Михаил Рогачев	"Турнир по ""своей игре"" ""Мартовские коты - 2007"" (Харьков)"	https://db.chgk.info/tour/martko07
18984	4	"Опера Шостаковича ""Катерина Измайлова"" поставлена по произведению именно этого писателя."	"Лесков (""Леди Макбет Мценского уезда"")"	Николаи	None	Михаил Рогачев	"Турнир по ""своей игре"" ""Мартовские коты - 2007"" (Харьков)"	https://db.chgk.info/tour/martko07
18985	5	"Именно этот предшественник космологии Коперника развил учение об абсолюте как совпадении противоположностей, а также написал книгу ""Об ученом незнании""."	Николай Кузанский	Николаи	None	Михаил Рогачев	"Турнир по ""своей игре"" ""Мартовские коты - 2007"" (Харьков)"	https://db.chgk.info/tour/martko07
18986	1	Именно их слугами были Гримо, Базен, Мушкетон и Планше.	Атоса, Арамиса, Портоса и д'Артаньяна. Зачет: В любом порядке	Великолепные четверки	None	Алексей Новаков	"Турнир по ""своей игре"" ""Мартовские коты - 2007"" (Харьков)"	https://db.chgk.info/tour/martko07
18987	2	Северный — Борей, южный — Нот, восточный — Эвр, а западный — именно этот тезка лакомства.	Зефир	Великолепные четверки	None	Алексей Новаков	"Турнир по ""своей игре"" ""Мартовские коты - 2007"" (Харьков)"	https://db.chgk.info/tour/martko07
18988	3	"В 1895 г. в Санкт-Петербурге состоялся шахматный матч-турнир с участием Стейница, Чигорина, Пильсбери, а также именно этого шахматиста, которого Ильф и Петров в своих ""Двенадцати стульях"" зачем-то нарядили в зеленые носки."	Ласкер	Великолепные четверки	None	Алексей Новаков	"Турнир по ""своей игре"" ""Мартовские коты - 2007"" (Харьков)"	https://db.chgk.info/tour/martko07
18989	4	Помимо Тинки-Винки, Дипси и Ла-Ла, в состав четверки телепузиков входил еще и именно этот тезка реки.	По	Великолепные четверки	None	Алексей Новаков	"Турнир по ""своей игре"" ""Мартовские коты - 2007"" (Харьков)"	https://db.chgk.info/tour/martko07
18990	5	Саманта Джонс — Ким Кэтролл, Миранда Хоббс — Синтия Никсон, Шарлота Йорк — Кристин Дэвис. А Кэрри Брэдшоу — именно она.	"Сара Джессика Паркер (речь идет о героинях сериала ""Секс и город"" и актрисах, сыгравших их)"	Великолепные четверки	None	Алексей Новаков	"Турнир по ""своей игре"" ""Мартовские коты - 2007"" (Харьков)"	https://db.chgk.info/tour/martko07
18991	1	"Одно из его произведений звучит именно так: ""Если ты весь мир насилья / Собираешься разрушить, / И при этом стать мечтаешь / Всем, не будучи ничем, / Смело двигайся за нами / По проложенной дороге, / Мы тебе дорогу эту / Можем даже уступить""."	Григорий Остер	Что Вы сделали с Вашей мечтой?	None	Александр Голиков	"Турнир по ""своей игре"" ""Мартовские коты - 2007"" (Харьков)"	https://db.chgk.info/tour/martko07
18992	2	"Воспоминания о последних двадцати годах на пространстве СССР и СНГ в песенной форме под названием ""Что Вы сделали с Вашей мечтой?"" есть в творчестве именно этой группы, как и несколько наивная баллада ""Мечты""."	"""Ария"""	Что Вы сделали с Вашей мечтой?	None	Александр Голиков	"Турнир по ""своей игре"" ""Мартовские коты - 2007"" (Харьков)"	https://db.chgk.info/tour/martko07
18993	3	Именно его премьер-министр Испании дон Хосе де Сантарен обозвал романтиком, идеалистом и даже мечтателем, пытаясь убедить в том, что его жена — не юная красавица.	Дона Сезара де Базана	Что Вы сделали с Вашей мечтой?	None	Александр Голиков	"Турнир по ""своей игре"" ""Мартовские коты - 2007"" (Харьков)"	https://db.chgk.info/tour/martko07
18994	4	"В рассказе именно этого американского фантаста под названием ""Электрическое тело пою!"" есть слова: ""Человек всегда меньше собственной мечты. Следовательно, если машина воплощает мечту человека, она больше того, кто ее создал""."	Рэй Брэдбери	Что Вы сделали с Вашей мечтой?	None	Александр Голиков	"Турнир по ""своей игре"" ""Мартовские коты - 2007"" (Харьков)"	https://db.chgk.info/tour/martko07
18995	5	"Именно этим профессионально занимался герой современного французского писателя, заявлявший: ""Умереть — значит стать таким же свободным, как до рождения"", ""Будьте со смертью на ""ты"", ведь смерть — предел МЕЧТЫ"", ""Конец суете: смерть — итог жизни"", ""Жизнь не нужна, смерть — важна"" и даже ""Жизнь? Оставь ее друзьям!""."	Созданием рекламы самоубийств	Что Вы сделали с Вашей мечтой?	None	Александр Голиков	"Турнир по ""своей игре"" ""Мартовские коты - 2007"" (Харьков)"	https://db.chgk.info/tour/martko07
18996	1	Именно ее ад вернул к жизни, ад дал ей новое имя, сделал неузнаваемой, но не смыл клейма и грязи.	"Миледи Винтер (""... Ни клейма с Вашего тела, ни грязи с Вашей души!"")"	Живешь только дважды	None	Александр Голиков	"Турнир по ""своей игре"" ""Мартовские коты - 2007"" (Харьков)"	https://db.chgk.info/tour/martko07
18997	2	Именно он, по мнению некоторых исследователей текстов, получил вторую жизнь, чтобы все-таки выполнить свою миссию в Арде. В самом деле, кому ж еще, после ухода Карего, гибели Синих и предательства Белого.	Гэндальф	Живешь только дважды	None	Александр Голиков	"Турнир по ""своей игре"" ""Мартовские коты - 2007"" (Харьков)"	https://db.chgk.info/tour/martko07
18998	3	Именно он после попытки уничтожения самого известного своего произведения 1885 года попытался помочь в его реставрации, однако чуть не испортил его окончательно, затемнив и перебрав с фиолетово-синими тонами, плохо воспринимаемыми его старческими глазами.	"Илья Ефимович Репин (картина ""Иван Грозный и сын его Иван"")"	Живешь только дважды	None	Александр Голиков	"Турнир по ""своей игре"" ""Мартовские коты - 2007"" (Харьков)"	https://db.chgk.info/tour/martko07
18999	4	По версии Г.Л. Олди, именно этот лавагет получил возможность прожить вторую жизнь в теле своего внука Иолая.	Амфитрион	Живешь только дважды	None	Александр Голиков	"Турнир по ""своей игре"" ""Мартовские коты - 2007"" (Харьков)"	https://db.chgk.info/tour/martko07
19000	5	"Именно он, даже несмотря на сравнение своих воинов с тремястами спартанцами и последовавшее 31 января присвоение ему очередного чина, заявил буквально следующее: ""Не имею ни малейшего желания стреляться ради этого богемного ефрейтора"", начав, таким образом, вторую жизнь."	Фридрих Паулюс	Живешь только дважды	None	Александр Голиков	"Турнир по ""своей игре"" ""Мартовские коты - 2007"" (Харьков)"	https://db.chgk.info/tour/martko07
19001	1	На территории именно этого штата располагается космодром на мысе Канаверал.	Флорида	Космодромы	None	Алексей Новаков	"Турнир по ""своей игре"" ""Мартовские коты - 2007"" (Харьков)"	https://db.chgk.info/tour/martko07
19002	2	Именно этот космодром в начале своего существования именовался Тюратам.	Байконур	Космодромы	None	Алексей Новаков	"Турнир по ""своей игре"" ""Мартовские коты - 2007"" (Харьков)"	https://db.chgk.info/tour/martko07
19003	3	В силу ряда обстоятельств запуски ракет принято проводить в направлении на восток. Так поступают все, кроме именно этого государства, владеющего космодромом Палмахим. Причина проста — на востоке с данной страной граничат сплошь и рядом враги. А на западе вообще нет сухопутных соседей.	Израиль	Космодромы	None	Алексей Новаков	"Турнир по ""своей игре"" ""Мартовские коты - 2007"" (Харьков)"	https://db.chgk.info/tour/martko07
19004	4	С экономической точки зрения космодром тем выгоднее, чем ближе он к экватору. В этом плане лучше всех стартовых площадок расположен космодром Алькантара, принадлежащий именно этой южноамериканской стране.	Бразилия	Космодромы	None	Алексей Новаков	"Турнир по ""своей игре"" ""Мартовские коты - 2007"" (Харьков)"	https://db.chgk.info/tour/martko07
19005	5	Именно этому одиозному государству принадлежит космодром Мусудан.	КНДР	Космодромы	None	Алексей Новаков	"Турнир по ""своей игре"" ""Мартовские коты - 2007"" (Харьков)"	https://db.chgk.info/tour/martko07
19006	1	"Именно этот поэт является автором либретто рок-оперы ""Юнона и Авось""."	Андрей Вознесенский	Рок-оперы	None	Алексей Новаков	"Турнир по ""своей игре"" ""Мартовские коты - 2007"" (Харьков)"	https://db.chgk.info/tour/martko07
19007	2	Одним из героев именно этой рок-оперы, поставленной по произведению французской классической литературы, является полицейский Жавер.	"""Отверженные"" — Les Miserables"	Рок-оперы	None	Алексей Новаков	"Турнир по ""своей игре"" ""Мартовские коты - 2007"" (Харьков)"	https://db.chgk.info/tour/martko07
19008	3	"Прототипом Фредди Трампера — персонажа именно этой рок-оперы, музыка к которой была написана мужской половиной группы ""АББА"", — является Бобби Фишер."	"""Шахматы"" — Chess"	Рок-оперы	None	Алексей Новаков	"Турнир по ""своей игре"" ""Мартовские коты - 2007"" (Харьков)"	https://db.chgk.info/tour/martko07
19009	4	"Рок-опера ""Томми"" является одним из лучших произведений именно этой английской группы, известной, в частности, тем, что ее выступления частенько оканчивались уничтожением собственных инструментов."	The Who	Рок-оперы	None	Алексей Новаков	"Турнир по ""своей игре"" ""Мартовские коты - 2007"" (Харьков)"	https://db.chgk.info/tour/martko07
19010	5	Действие именно этой рок-оперы Мишеля Берже и Люка Пламондона происходит в фантастическом подземном городе будущего Монополисе.	"""Стармания"" — Starmania"	Рок-оперы	None	Алексей Новаков	"Турнир по ""своей игре"" ""Мартовские коты - 2007"" (Харьков)"	https://db.chgk.info/tour/martko07
19011	1	Именно это объединяет лед в лужах, школьные года, первую любовь.	Не повторяется такое никогда	"Никогда не говори ""Никогда"""	None	Александр Голиков	"Турнир по ""своей игре"" ""Мартовские коты - 2007"" (Харьков)"	https://db.chgk.info/tour/martko07
19012	2	"В марте 2006 г. Олег Протасов произнес слова: ""Он подвел команду, которая ему безразлична. Теперь и он безразличен нам как футболист. Для меня его не существует, он никогда не будет нашим игроком!"", — касающиеся именно его. Зря зарекался."	Александр Рыкун	"Никогда не говори ""Никогда"""	None	Александр Голиков	"Турнир по ""своей игре"" ""Мартовские коты - 2007"" (Харьков)"	https://db.chgk.info/tour/martko07
